,Unit_ID,ID.X,ID.resp,Study,ID.case,author,pubyear,citation,system,habitat,latitud,longitud,fcl,duration,fert_area,vol,study_typ,temp,Conversion,taxon,tax_resp_cat,tax_resp_typ,tax_resp_unit,con.mn,con.sd,con.n,fert.mn,fert.sd,fert.n,unit.conc.con,n_avail,mode,p_avail,fert.ratio.n,fert..ratio.p,log.fert.rat,n.add.m2,p.add.m2,mode2,LRR,var.LRR,log.n.av,log.p.av,log.n.add,log.p.add,st.n,st.p,st.tot,st.p.add,st.n.add,st.add.tot,X,scale,col,ID.study,ID.case,system,pr.st
294,294,1041,10129,m2_2_JTN088,1041,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,133,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,64.56449315,27.5852885,4,186.2410916,27.66454783,4,none,NA,none,NA,NA,NA,NA,520547.9452,58771.5422,both,1.059377408,0.051152152,NA,NA,13.16263728,10.98141304,NA,NA,NA,0.822254646,0.861075059,0.841664852,0.841664852,1.391680516,darkgreen,JTN088,1041,terrestrial,0.858188389
295,295,1042,10133,m2_2_JTN089,1042,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,133,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,391.5453631,96.54847181,4,858.077377,110.3410925,4,none,NA,none,NA,NA,NA,NA,520547.9452,58771.5422,both,0.7845929,0.019334723,NA,NA,13.16263728,10.98141304,NA,NA,NA,0.822254646,0.861075059,0.841664852,0.841664852,1.447894525,darkgreen,JTN089,1042,terrestrial,0.858188389
296,296,1043,10137,m2_2_JTN090,1043,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,133,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,187.4698394,13.87190571,4,474.7768339,55.09128041,4,none,NA,none,NA,NA,NA,NA,520547.9452,58771.5422,both,0.929226894,0.004734927,NA,NA,13.16263728,10.98141304,NA,NA,NA,0.822254646,0.861075059,0.841664852,0.841664852,1.529186917,darkgreen,JTN090,1043,terrestrial,0.858188389
297,297,1044,10141,m2_2_JTN091,1044,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,133,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,493.801164,151.7190053,4,891.3303181,193.0969085,4,none,NA,none,NA,NA,NA,NA,520547.9452,58771.5422,both,0.590582152,0.035333318,NA,NA,13.16263728,10.98141304,NA,NA,NA,0.822254646,0.861075059,0.841664852,0.841664852,1.413057754,darkgreen,JTN091,1044,terrestrial,0.858188389
298,298,1047,10169,m2_2_JTN095,1047,Hamilton&&,2006,Hydrobiologia 567:285-306,marine,coastal soft bottom,45.9,-64.23,2,42,0.00363,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,39.43665319,7.126253983,10,42.81693188,7.126254043,10,none,NA,none,NA,NA,NA,NA,475000,39677.41935,both,0.082237961,0.00603537,NA,NA,13.07107008,10.58853752,NA,NA,NA,0.705935062,0.832913381,0.769424221,0.769424221,1.515165462,darkcyan,JTN095,1047,marine,0.784226651
299,299,1048,10170,m2_2_JTN095,1048,Hamilton&&,2006,Hydrobiologia 567:285-306,marine,coastal soft bottom,45.9,-64.23,3,42,0.00363,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,mg/m2,34.92961451,3.563127056,10,38.30989318,1.78156354,10,none,NA,none,NA,NA,NA,NA,475000,39677.41935,both,0.092373148,0.001256841,NA,NA,13.07107008,10.58853752,NA,NA,NA,0.705935062,0.832913381,0.769424221,0.769424221,1.605823913,darkcyan,JTN095,1048,marine,0.784226651
300,300,1132,10803,m2_2_MEB194,1132,Moisander&&,2003,Mar Ecol Prog Ser 262:81-95,marine,oceanic,59.4,22.5,1,3,0.01,0.9,field,13.9,succ,phytoplankton,biomass,chlorophyll,microg/L,4.06325,0.09876,4,11.852,0.4938,4,µmol L-1,1.52,both,0.05,6.578947368,40,3.148001485,1036.8,184.5,both,1.070513484,0.000581661,0.418710335,-2.995732274,6.943894326,5.217649463,NA,-0.882885092,NA,-0.884236469,-1.051512088,-0.967874279,-0.967874279,1.650341452,darkcyan,MEB194,1132,marine,-0.994462366
303,303,1135,10803,m2_2_MEB195,1135,Moisander&&,2003,Mar Ecol Prog Ser 262:81-95,marine,oceanic,60.06,26.41,1,3,0.01,0.9,field,21.5,succ,phytoplankton,biomass,chlorophyll,microg/L,1.7,0.15,4,3.4,0.3,4,µmol L-1,1.52,both,0.05,6.578947368,40,3.148001485,1036.8,184.5,both,0.693147181,0.003892734,0.418710335,-2.995732274,6.943894326,5.217649463,NA,-0.882885092,NA,-0.884236469,-1.051512088,-0.967874279,-0.967874279,1.540503352,darkcyan,MEB194a,1135,marine,-0.994462366
301,301,1133,10807,m2_2_MEB196,1133,Moisander&&,2003,Mar Ecol Prog Ser 262:81-95,marine,oceanic,59.4,21.5,1,3,0.01,0.9,field,14.8,succ,phytoplankton,biomass,chlorophyll,microg/L,4.14978,0.29443,4,12.5625,0.3926,4,µmol L-1,0.34,both,0.07,29.41176471,28.57142857,3.367006017,930.6,186.3,both,1.107660865,0.00150267,-1.078809661,-2.659260037,6.835829539,5.227358278,NA,-0.647915763,NA,-0.881361957,-1.084747635,-0.983054796,-0.983054796,1.59550203,darkcyan,MEB195,1133,marine,-1.010004553
304,304,1136,10807,m2_2_MEB194a,1136,Moisander&&,2003,Mar Ecol Prog Ser 262:81-95,marine,oceanic,59.42,25.4,1,3,0.01,0.9,field,13.8,succ,phytoplankton,biomass,chlorophyll,microg/L,2.1,0.3,4,5.9,1.1,4,µmol L-1,0.34,both,0.07,29.41176471,28.57142857,3.367006017,930.6,186.3,both,1.033015006,0.013792072,-1.078809661,-2.659260037,6.835829539,5.227358278,NA,-0.647915763,NA,-0.881361957,-1.084747635,-0.983054796,-0.983054796,1.467413017,darkcyan,MEB195a,1136,marine,-1.010004553
302,302,1134,10811,m2_2_MEB195a,1134,Moisander&&,2003,Mar Ecol Prog Ser 262:81-95,marine,oceanic,59.2,21.8,1,3,0.01,0.9,field,16.1,succ,phytoplankton,biomass,chlorophyll,microg/L,2.97687,0.19753,4,13.9272,0.4932,4,µmol L-1,0.33,both,0.03,30.3030303,66.66666667,3.881251347,929.7,182.7,both,1.54297135,0.001414259,-1.108662625,-3.506557897,6.834861953,5.207845463,NA,-1.23961097,NA,-0.887139162,-1.085045218,-0.98609219,-0.98609219,1.599005654,darkcyan,MEB196,1134,marine,-1.013114312
305,305,1164,10933,m2_2_WSH011,1164,Hobbs&&,1988,Oecologia 75(2):291-295,terrestrial,herbaceous,37.43656,-122.35647,1,365,0.25,NA,field,NA,succ,vascular plants,biomass,biomass,g/m2,136.1,43.6,6,595,179,6,µmol g-1,137,both,9.4,0.834202294,5.490734386,1.151352843,1142857.143,516129.0323,both,1.475171496,0.032188458,4.919980926,2.240709689,13.94904195,13.15411208,1.032841561,0.958054567,0.995448064,1.465530788,1.102935429,1.284233109,1.284233109,1.41844389,darkgreen,WSH011,1164,terrestrial,1.311300676
306,306,1186,11099,m2_2_WSH053,1186,Willems&&,1993,Journal of Vegetation Science 4:203-212.,terrestrial,herbaceous,50.867,5.917,1,1825,0.25,NA,field,NA,succ,vascular plants,biomass,biomass,g/m2,260.274,110,6,296.804,166,6,µmol g-1,0.0016,both,7.00E-06,223.2142857,9677.419355,8.507206858,3571428.571,677419.3548,both,0.131337066,0.081904095,-6.43775165,-11.86960041,15.08847623,13.42604579,-2.537889612,-2.592887926,-2.565388769,1.546042846,1.453370779,1.499706813,1.499706813,1.364481031,darkgreen,WSH053,1186,terrestrial,1.531907965
